               densities: '160' '240' '320' '480' '640'
               native-code: 'armeabi-v7a' 'x86' 'x86_64'
    [   +6 ms] Stopping app 'app.apk' on Google Pixel 2, 8 0, API 26, 1080x1920.
    [   +2 ms] C:\Users\seenickcode\AppData\Local\Android\Sdk\platform-tools\adb -s 192.168.65.101:5555 shell am force-stop com.example.lesson05
    [ +178 ms] C:\Users\seenickcode\AppData\Local\Android\Sdk\platform-tools\adb -s 192.168.65.101:5555 shell pm list packages com.example.lesson05
    [ +603 ms] package:com.example.lesson05
    [   +5 ms] C:\Users\seenickcode\AppData\Local\Android\Sdk\platform-tools\adb -s 192.168.65.101:5555 shell cat /data/local/tmp/sky.com.example.lesson05.sha1
    [  +70 ms] 83cb98fa05d0a8998124b3ec572023e6e41e2bdb
    [  +14 ms] Latest build already installed.
    [   +2 ms] Google Pixel 2, 8 0, API 26, 1080x1920 startApp
    [  +13 ms] C:\Users\seenickcode\AppData\Local\Android\Sdk\platform-tools\adb -s 192.168.65.101:5555 shell am start -a android.intent.action.RUN -f 0x20000000 --ez enable-background-compilation true --ez enable-dart-profiling true --ez enable-checked-mode true com.example.lesson05/com.example.lesson05.MainActivity
    [ +143 ms] Starting: Intent { act=android.intent.action.RUN flg=0x20000000 cmp=com.example.lesson05/.MainActivity (has extras) }
    [  +12 ms] Waiting for observatory port to be available...
    [ +602 ms] I/FlutterActivityDelegate( 2227): onResume setting current activity to this
    [  +87 ms] Observatory URL on device: http://127.0.0.1:37459/
    [  +12 ms] C:\Users\seenickcode\AppData\Local\Android\Sdk\platform-tools\adb -s 192.168.65.101:5555 forward tcp:8105 tcp:37459
    [  +36 ms] Forwarded host port 8105 to device port 37459 for Observatory
    [  +18 ms] Connecting to service protocol: http://127.0.0.1:8105/
    [ +362 ms] Successfully connected to service protocol: http://127.0.0.1:8105/
    [   +7 ms] getVM: {}
    [  +35 ms] getIsolate: {isolateId: isolates/604683667}
    [   +5 ms] _flutter.listViews: {isolateId: isolates/604683667}
    [  +73 ms] DevFS: Creating new filesystem on the device (null)
    [   +2 ms] _createDevFS: {fsName: lesson06}
    [  +55 ms] DevFS: Created new filesystem on the device (file:///data/user/0/com.example.lesson05/cache/lesson06MDDBHM/lesson06/)
    [   +5 ms] Updating assets
    [ +295 ms] Syncing files to device Google Pixel 2, 8 0, API 26, 1080x1920...
    [  +13 ms] DevFS: Starting sync from LocalDirectory: 'C:\Users\seenickcode\code\fluttercrashcourse-lessons\recipe01-product-detail-pages\lesson06'
    [   +1 ms] Scanning project files
    [   +7 ms] Scanning package files
    [ +107 ms] Scanning asset files
    [   +3 ms] Scanning for deleted files
    [  +45 ms] Compiling dart to kernel with 421 updated files
    [   +6 ms] C:\src\flutter\bin\cache\dart-sdk\bin\dart C:\src\flutter\bin\cache\artifacts\engine\windows-x64\frontend_server.dart.snapshot --sdk-root C:\src\flutter\bin\cache\artifacts\engine\common\flutter_patched_sdk/ --incremental --strong --target=flutter --output-dill build\app.dill --packages C:\Users\seenickcode\code\fluttercrashcourse-lessons\recipe01-product-detail-pages\lesson06\.packages --filesystem-scheme org-dartlang-root
    [   +3 ms] I/flutter ( 2227): #20     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +1 ms] I/flutter ( 2227): #21     MultiChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4759:32)
    [   +6 ms] I/flutter ( 2227): #22     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +1 ms] I/flutter ( 2227): #23     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +8 ms] I/flutter ( 2227): #24     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [        ] I/flutter ( 2227): #25     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +1 ms] I/flutter ( 2227): #26     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +2 ms] I/flutter ( 2227): #27     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +6 ms] I/flutter ( 2227): #28     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +3 ms] I/flutter ( 2227): #29     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +6 ms] I/flutter ( 2227): #30     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +1 ms] I/flutter ( 2227): #31     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +3 ms] I/flutter ( 2227): #32     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +6 ms] I/flutter ( 2227): #33     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [        ] I/flutter ( 2227): #34     ParentDataElement.mount (package:flutter/src/widgets/framework.dart:3955:11)
    [   +4 ms] I/flutter ( 2227): #35     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +4 ms] I/flutter ( 2227): #36     MultiChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4759:32)
    [   +1 ms] I/flutter ( 2227): #37     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +1 ms] I/flutter ( 2227): #38     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +3 ms] I/flutter ( 2227): #39     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +1 ms] I/flutter ( 2227): #40     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +6 ms] I/flutter ( 2227): #41     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +3 ms] I/flutter ( 2227): #42     StatefulElement._firstBuild (package:flutter/src/widgets/framework.dart:3769:11)
    [   +1 ms] I/flutter ( 2227): #43     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +6 ms] I/flutter ( 2227): #44     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +3 ms] I/flutter ( 2227): #45     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +6 ms] I/flutter ( 2227): #46     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [        ] I/flutter ( 2227): #47     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +2 ms] I/flutter ( 2227): #48     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +6 ms] I/flutter ( 2227): #49     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #50     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +3 ms] I/flutter ( 2227): #51     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +6 ms] I/flutter ( 2227): #52     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +1 ms] I/flutter ( 2227): #53     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +1 ms] I/flutter ( 2227): #54     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +4 ms] I/flutter ( 2227): #55     StatefulElement._firstBuild (package:flutter/src/widgets/framework.dart:3769:11)
    [   +6 ms] I/flutter ( 2227): #56     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #57     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [        ] I/flutter ( 2227): #58     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +2 ms] I/flutter ( 2227): #59     SingleChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4654:14)
    [   +6 ms] I/flutter ( 2227): #60     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +2 ms] I/flutter ( 2227): #61     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +7 ms] I/flutter ( 2227): #62     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +1 ms] I/flutter ( 2227): #63     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +2 ms] I/flutter ( 2227): #64     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +6 ms] I/flutter ( 2227): #65     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +3 ms] I/flutter ( 2227): #66     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +7 ms] I/flutter ( 2227): #67     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +3 ms] I/flutter ( 2227): #68     SingleChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4654:14)
    [   +1 ms] I/flutter ( 2227): #69     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +6 ms] I/flutter ( 2227): #70     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +3 ms] I/flutter ( 2227): #71     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +6 ms] I/flutter ( 2227): #72     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +1 ms] I/flutter ( 2227): #73     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +3 ms] I/flutter ( 2227): #74     StatefulElement._firstBuild (package:flutter/src/widgets/framework.dart:3769:11)
    [   +1 ms] I/flutter ( 2227): #75     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +6 ms] I/flutter ( 2227): #76     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +9 ms] I/flutter ( 2227): #77     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +5 ms] I/flutter ( 2227): #78     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [  +11 ms] I/flutter ( 2227): #79     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +1 ms] I/flutter ( 2227): #80     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +9 ms] I/flutter ( 2227): #81     StatefulElement._firstBuild (package:flutter/src/widgets/framework.dart:3769:11)
    [   +5 ms] I/flutter ( 2227): #82     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #83     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +3 ms] I/flutter ( 2227): #84     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +2 ms] I/flutter ( 2227): #85     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +6 ms] I/flutter ( 2227): #86     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +3 ms] I/flutter ( 2227): #87     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +6 ms] I/flutter ( 2227): #88     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #89     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +9 ms] I/flutter ( 2227): #90     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +3 ms] I/flutter ( 2227): #91     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +1 ms] I/flutter ( 2227): #92     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +8 ms] I/flutter ( 2227): #93     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [   +7 ms] I/flutter ( 2227): #94     ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #95     Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +3 ms] I/flutter ( 2227): #96     Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +1 ms] I/flutter ( 2227): #97     ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +6 ms] I/flutter ( 2227): #98     Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +8 ms] I/flutter ( 2227): #99     ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [        ] I/flutter ( 2227): #100    StatefulElement._firstBuild (package:flutter/src/widgets/framework.dart:3769:11)
    [   +1 ms] I/flutter ( 2227): #101    ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [   +1 ms] I/flutter ( 2227): #102    Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [   +2 ms] I/flutter ( 2227): #103    Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +6 ms] I/flutter ( 2227): #104    ComponentElement.performRebuild (package:flutter/src/widgets/framework.dart:3653:16)
    [   +3 ms] I/flutter ( 2227): #105    Element.rebuild (package:flutter/src/widgets/framework.dart:3495:5)
    [   +4 ms] I/flutter ( 2227): #106    ComponentElement._firstBuild (package:flutter/src/widgets/framework.dart:3622:5)
    [        ] I/flutter ( 2227): #107    ComponentElement.mount (package:flutter/src/widgets/framework.dart:3617:5)
    [        ] I/flutter ( 2227): #108    Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
    [        ] I/flutter ( 2227): #109    Element.updateChild (package:flutter/src/widgets/framework.dart:2710:12)
    [   +1 ms] I/flutter ( 2227): #110    SingleChildRenderObjectElement.mount (package:flutter/src/widgets/framework.dart:4654:14)
    [        ] I/flutter ( 2227): #111    Element.inflateWidget (package:flutter/src/widgets/framework.dart:2907:14)
