 ATK_IP4_IMPOSSIBLE_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Protocol(1001)=[STRING]; Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING];   AtkTimes(1050)=[UINT32].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：协议类型   $7：动作类型   $8：攻击开始时间   $9：攻击结束时间   $10：攻击次数,3,ATK/3/ATK_IP4_IMPOSSIBLE_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Protocol(1001)=TCP; Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，源目的地址相同的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_ALLFLAGS,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING]; AtkTimes(1050)=[UINT32].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间   $8：攻击结束时间   $9：攻击次数,3,ATK/3/ATK_IP4_TCP_ALLFLAGS: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，TCP标志位全置位的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_ALLFLAGS_RAW,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型,3,ATK/3/ATK_IP4_TCP_ALLFLAGS_RAW: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1;   RcvVPNInstance(1041)=--; Action(1049)=logging.,日志聚合开关开启，TCP标志位全置位的IPV4报文首包触发日志；日志聚合开关关闭，每个TCP标志位全置位的IPV4报文触发一个日志,无
 ATK_IP4_TCP_ALLFLAGS_RAW_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型,3,ATK/3/ATK_IP4_TCP_ALLFLAGS_RAW_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging.,日志聚合开关开启，TCP标志位全置位的IPV4报文首包触发日志；日志聚合开关关闭，每个TCP标志位全置位的IPV4报文触发一个日志,无
 ATK_IP4_TCP_ALLFLAGS_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING]; AtkTimes(1050)=[UINT32].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间   $8：攻击结束时间   $9：攻击次数,3,ATK/3/ATK_IP4_TCP_ALLFLAGS_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，TCP标志位全置位的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_FINONLY,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING]; AtkTimes(1050)=[UINT32].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间   $8：攻击结束时间   $9：攻击次数,3,ATK/3/ATK_IP4_TCP_FINONLY: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，TCP标志位为FIN的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_FINONLY_RAW,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型,3,ATK/3/ATK_IP4_TCP_FINONLY_RAW: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging.,日志聚合开关开启，TCP标志位为FIN的IPV4报文首包触发日志；日志聚合开关关闭，每个TCP标志位为FIN的IPV4报文触发一个日志,无
 ATK_IP4_TCP_FINONLY_RAW_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型,3,ATK/3/ATK_IP4_TCP_FINONLY_RAW_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging.,日志聚合开关开启，TCP标志位为FIN的IPV4报文首包触发日志；日志聚合开关关闭，每个TCP标志位为FIN的IPV4报文触发一个日志,无
 ATK_IP4_TCP_FINONLY_SZ,SrcZoneName(1025)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING]; AtkTimes(1050)=[UINT32].,$1：入域名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间   $8：攻击结束时间   $9：攻击次数,3,ATK/3/ATK_IP4_TCP_FINONLY_SZ: SrcZoneName(1025)=Trust;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，TCP标志位为FIN的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_INVALIDFLAGS,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING]; BeginTime_c(1011)=[STRING]; EndTime_c(1012)=[STRING]; AtkTimes(1050)=[UINT32].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型   $7：攻击开始时间   $8：攻击结束时间   $9：攻击次数,3,ATK/3/ATK_IP4_TCP_INVALIDFLAGS: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging; BeginTime_c(1011)=20131011074913; EndTime_c(1012)=20131011075413;   AtkTimes(1050)=3.,日志聚合开关开启，TCP标志位为无效（RST+FIN、RST+SYN、RST+FIN+SYN、PSH+RST+FIN、PSH+RST+SYN、PSH+RST+SYN+FIN、ACK+RST+FIN、ACK+RST+SYN、ACK+RST+SYN+FIN、ACK+PSH+SYN+FIN、ACK+PSH+RST+FIN、ACK+PSH+RST+SYN）时的IPV4报文数超过1，聚合后触发日志,无
 ATK_IP4_TCP_INVALIDFLAGS_RAW,RcvIfName(1023)=[STRING]; SrcIPAddr(1003)=[IPADDR];   DSLiteTunnelPeer(1040)=[STRING]; DstIPAddr(1007)=[IPADDR]; RcvVPNInstance(1041)=[STRING];   Action(1049)=[STRING].,$1：入接口名称   $2：源IP地址   $3：DS-Lite Tunnel对端地址   $4：目的IP地址   $5：VPN名称   $6：动作类型,3,ATK/3/ATK_IP4_TCP_INVALIDFLAGS_RAW: RcvIfName(1023)=Ethernet0/0/2;   SrcIPAddr(1003)=9.1.1.1; DSLiteTunnelPeer(1040)=--; DstIPAddr(1007)=6.1.1.1; RcvVPNInstance(1041)=--;   Action(1049)=logging.,日志聚合开关开启，TCP标志位为无效（RST+FIN、RST+SYN、RST+FIN+SYN、PSH+RST+FIN、PSH+RST+SYN、PSH+RST+SYN+FIN、ACK+RST+FIN、ACK+RST+SYN、ACK+RST+SYN+FIN、ACK+PSH+SYN+FIN、ACK+PSH+RST+FIN、ACK+PSH+RST+SYN）时的IPV4 TCP报文触发日志   日志聚合开关关闭，每个TCP标志位无效的IPv4 TCP报文触发一个日志,无
