49.118.242.14 - - [12/Jun/2017:15:56:03 +0800] "GET /assets/rizhiyi.mp4 HTTP/1.1" 206 933 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36" "-" 0.000 -
103.218.216.123 - - [12/Jun/2017:15:56:22 +0800] "GET /assets/img/rzy/customer-logos-1x.png HTTP/1.1" 200 263501 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.473 -
103.218.216.123 - - [12/Jun/2017:15:56:22 +0800] "GET /assets/img/rzy/homepage/highlight2.png HTTP/1.1" 200 39432 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
103.218.216.123 - - [12/Jun/2017:15:56:22 +0800] "GET /assets/img/rzy/homepage/desc-1x.png HTTP/1.1" 200 453236 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 1.005 -
103.218.216.123 - - [12/Jun/2017:15:56:23 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
112.65.171.98 - - [12/Jun/2017:15:56:35 +0800] "POST /report HTTP/1.1" 200 52 "http://42.159.26.6/auth/login/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36" "-" 0.002 0.002
222.128.29.229 - - [12/Jun/2017:15:57:03 +0800] "GET / HTTP/1.1" 302 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET / HTTP/1.1" 200 6474 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 30737 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/img/rzy/homepage/banner1.jpg HTTP/1.1" 200 144890 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.017 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/img/rzy/homepage/banner2.jpg HTTP/1.1" 200 536569 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.189 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 200 72322 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.136 -
222.128.29.229 - - [12/Jun/2017:15:57:04 +0800] "GET /assets/img/rzy/homepage/highlight2.png HTTP/1.1" 200 38037 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:05 +0800] "GET /assets/img/rzy/homepage/banner3.jpg HTTP/1.1" 200 264078 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.248 -
222.128.29.229 - - [12/Jun/2017:15:57:05 +0800] "GET /assets/img/rzy/homepage/highlight.png HTTP/1.1" 200 106736 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.335 -
222.128.29.229 - - [12/Jun/2017:15:57:06 +0800] "GET /assets/img/rzy/customer-logos-2x.png HTTP/1.1" 200 759593 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 1.328 -
222.128.29.229 - - [12/Jun/2017:15:57:06 +0800] "GET /assets/img/rzy/homepage/desc-2x.png HTTP/1.1" 200 1413667 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 1.937 -
222.128.29.229 - - [12/Jun/2017:15:57:07 +0800] "GET /favicon.ico HTTP/1.1" 200 3222 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:07 +0800] "GET /products/ HTTP/1.1" 200 8157 "https://www.rizhiyi.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:07 +0800] "GET /assets/js/site.js HTTP/1.1" 200 796 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:07 +0800] "GET /assets/img/rzy/production/subnav_bg.png HTTP/1.1" 200 1736 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
222.128.29.229 - - [12/Jun/2017:15:57:07 +0800] "GET /assets/img/rzy/production/subnav_bg_act.png HTTP/1.1" 200 2547 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" "-" 0.000 -
