210.22.98.114 - - [13/Jun/2017:14:24:13 +0800] "GET /assets/img/rzy/customer-logos-1x.png HTTP/1.1" 200 262861 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:28 +0800] "GET /products/ HTTP/1.1" 200 8157 "http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-1090193214637198&format=728x90&output=html&h=90&slotname=6494738921&adk=909478783&adf=426459511&w=728&lmt=1497305441&flash=17.0.0&url=http%3A%2F%2Fwww.yiibai.com%2Fpostgresql%2Fpostgresql-create-database.html&wgl=1&dt=1497334240808&bpp=15&bdt=582&fdt=390&idt=984&shv=r20170605&cbv=r20170110&saldr=aa&prev_slotnames=9805510053&correlator=329796390913&frm=20&ga_vid=504252790.1497334241&ga_sid=1497334241&ga_hid=655084785&ga_fc=0&pv=1&iag=3&icsg=2&nhd=1&dssz=2&mdo=0&mso=0&u_tz=480&u_his=2&u_java=1&u_h=768&u_w=1366&u_ah=728&u_aw=1366&u_cd=32&u_nplug=35&u_nmime=62&adx=360&ady=3451&biw=1356&bih=579&abxe=1&eid=10593696%2C389613000&oid=3&ref=http%3A%2F%2Fwww.yiibai.com%2Fpostgresql%2F&rx=0&eae=0&fc=528&brdim=8%2C8%2C8%2C8%2C1366%2C0%2C1350%2C713%2C1366%2C579&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&ppjl=f&pfx=0&fu=8&bc=1&ifi=2&xpc=PR5LzxmEuh&p=http%3A//www.yiibai.com&dtd=1015" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.135 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/js/site.js HTTP/1.1" 200 796 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/img/rzy/small-icons.png HTTP/1.1" 200 72322 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.122 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/img/rzy/production/subnav_bg.png HTTP/1.1" 200 1736 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:29 +0800] "GET /assets/img/rzy/production/subnav_bg_act.png HTTP/1.1" 200 2547 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.000 -
218.197.152.148 - - [13/Jun/2017:14:26:30 +0800] "GET /assets/img/rzy/product/advan-icons.png HTTP/1.1" 200 186133 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.590 -
218.197.152.148 - - [13/Jun/2017:14:26:30 +0800] "GET /assets/img/rzy/product/galaxy.png HTTP/1.1" 200 1670927 "https://www.rizhiyi.com/products/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" "-" 0.904 -
221.223.58.148 - - [13/Jun/2017:14:26:35 +0800] "GET / HTTP/1.1" 302 154 "https://www.baidu.com/link?url=KxicWRHUi8uKMohDbyg66RRVTrIKeXlfamxO7Km2ZmhVJ_tLUq-blVlarwvEmNb0&wd=&eqid=99383a5100009b0300000002593f8593" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0" "-" 0.000 -
221.223.58.148 - - [13/Jun/2017:14:26:35 +0800] "GET / HTTP/1.1" 200 6474 "https://www.baidu.com/link?url=KxicWRHUi8uKMohDbyg66RRVTrIKeXlfamxO7Km2ZmhVJ_tLUq-blVlarwvEmNb0&wd=&eqid=99383a5100009b0300000002593f8593" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0" "-" 0.000 -
221.223.58.148 - - [13/Jun/2017:14:26:35 +0800] "GET /assets/css/site.css?2 HTTP/1.1" 200 35595 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0" "-" 0.000 -
221.223.58.148 - - [13/Jun/2017:14:26:35 +0800] "GET /assets/js/jquery-2.1.1.min.js HTTP/1.1" 200 29495 "https://www.rizhiyi.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0" "-" 0.000 -
