101.5.229.45 - - [12/Jun/2017:17:10:39 +0800] "GET /assets/img/rzy/customer-logos-1x.png HTTP/1.1" 200 262861 "https://www.rizhiyi.com/assets/css/site.css?2" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.514 -
222.128.29.229 - - [12/Jun/2017:17:12:38 +0800] "POST /report HTTP/1.1" 200 68 "http://192.168.1.70/auth/login/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.001 0.001
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /about/awards/ HTTP/1.1" 200 4911 "https://www.rizhiyi.com/about/company/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/js/colorbox/jquery.colorbox-min.js HTTP/1.1" 200 4696 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/js/colorbox/jquery.colorbox-zh-CN.js HTTP/1.1" 200 346 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/img/rzy/about/awards/top100.png HTTP/1.1" 200 104333 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.015 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/img/rzy/about/awards/zhongguancun.png HTTP/1.1" 200 39483 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/img/rzy/about/awards/fh-1x.jpg HTTP/1.1" 200 236897 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/img/rzy/about/awards/cujin.jpg HTTP/1.1" 200 219566 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.128 -
101.5.229.45 - - [12/Jun/2017:17:12:51 +0800] "GET /assets/img/rzy/about/awards/micro.png HTTP/1.1" 200 214451 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.147 -
101.5.229.45 - - [12/Jun/2017:17:12:52 +0800] "GET /assets/img/rzy/about/awards/csdn.jpg HTTP/1.1" 200 21904 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 0.000 -
101.5.229.45 - - [12/Jun/2017:17:12:52 +0800] "GET /assets/img/rzy/about/awards/csc.jpg HTTP/1.1" 200 613581 "https://www.rizhiyi.com/about/awards/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36" "-" 1.578 -
