    0x000001B1354981D0  000001b1354b0000  ..K5?...
    0x000001B1354983F8  000001b1354ac6e0  ??J5?...
    0x000001B135498400  000001b1354ac700  .?J5?...
    0x000001B135498408  000001b1354ac720   ?J5?...
    0x000001B135498410  000001b1354ac740  @?J5?...
    0x000001B135498418  000001b1354ac760  `?J5?...
    0x000001B135498420  000001b1354ac780  €?J5?...
    0x000001B135498428  000001b1354ac7a0  ??J5?...
    0x000001B135498430  000001a93529b6e0  ??)5?... <=scriptcontext  +0x430
获得了scriptcontext的地址是0x264e2fb6e0，scriptcontent中保存的threadContent指针是我们最终的目标。scriptcontent这个结构同样比较大，threadContent指针位于0x4f0偏移的位置。
    scriptontent
    0x000001A93529B6E0  000001b135498000  .€I5?...
    0x000001A93529B6E8  000001b135490000  ..I5?...
    0x000001A93529B6F0  0000000000000000  ........
    0x000001A93529B6F8  0000000000000000  ........
    0x000001A93529B700  0000000000000000  ........
    0x000001A93529B708  0000000000000000  ........
    0x000001A93529B710  0000000000000000  ........
    0x000001A93529B718  0000000000000000  ........
    0x000001A93529B720  0000000000000000  ........
    0x000001A93529B728  0000000000000002  ........
    0x000001A93529B730  00007ff826c8c130  0??&?...
    0x000001A93529B738  00007ff826c8c7d0  ???&?...
    0x000001A93529B740  00007ff826c8ba90  ???&?...
    0x000001A93529B748  0000000000000000  ........
    0x000001A93529B750  0000000000000000  ........
    0x000001A93529B758  0000000000000000  ........
    0x000001A93529B760  00007ff826bea020   ??&?...
    0x000001A93529B768  00007ff82679a980  €?y&?...
    0x000001A93529B770  00007ff826bea5b0  ???&?...
    0x000001A93529B778  00007ff826bea600  .??&?...
    0x000001A93529B780  0000000000000000  ........
    0x000001A93529B788  0000000000000000  ........
    0x000001A93529B790  0000000000000000  ........
    0x000001A93529B798  0000000000000000  ........
    0x000001A93529B7A0  0000000000000000  ........
    0x000001A93529B7A8  0000000000000000  ........
    0x000001A93529B7B0  0000000000000000  ........
    0x000001A93529B7B8  0000000000000000  ........
    0x000001A93529B7C0  0000000000000000  ........
    0x000001A93529B7C8  0000000000000000  ........
    0x000001A93529B7D0  0000000000000000  ........
    0x000001A93529B7D8  0000000000000000  ........
    0x000001A93529B7E0  0000000000000000  ........
    0x000001A93529B7E8  0000000000000000  ........
    0x000001A93529B7F0  0000000000000000  ........
    0x000001A93529B7F8  0000000000000000  ........
    0x000001A93529B800  0000000000000000  ........
    0x000001A93529B808  0000000000000000  ........
    0x000001A93529B810  0000000000000000  ........
    0x000001A93529B818  0000000000000000  ........
    0x000001A93529B820  0000000000000000  ........
    0x000001A93529B828  0000000000000000  ........
    0x000001A93529B830  0000000000000000  ........
    0x000001A93529B838  0000000000000000  ........
    0x000001A93529B840  0000000000000000  ........
    0x000001A93529B848  0000000000000000  ........
    0x000001A93529B850  0000000000000000  ........
    0x000001A93529B858  0000000000000000  ........
    0x000001A93529B860  0000000000000000  ........
    0x000001A93529B868  0000000000000000  ........
    0x000001A93529B870  0000000000000000  ........
    0x000001A93529B878  0000000000000000  ........
    0x000001A93529B880  0000000000000000  ........
    0x000001A93529B888  0000000000000000  ........
    0x000001A93529B890  0000000000000000  ........
    0x000001A93529B898  0000000000000000  ........
    0x000001A93529B8A0  0000000000000000  ........
    0x000001A93529B8A8  0000000000000000  ........
    0x000001A93529B8B0  0000000000000000  ........
    0x000001A93529B8B8  0000000000000000  ........
    0x000001A93529B8C0  0000000000000000  ........
    0x000001A93529B8C8  0000000000000000  ........
    0x000001A93529B8D0  0000000000000000  ........
    0x000001A93529B8D8  0000000000000000  ........
    0x000001A93529B8E0  0000000000000000  ........
    0x000001A93529B8E8  0000000000000000  ........
    0x000001A93529B8F0  0000000000000000  ........
    0x000001A93529B8F8  0000000000000000  ........
    0x000001A93529B900  0000000000000000  ........
    0x000001A93529B908  0000000000000000  ........
    0x000001A93529B910  0000000000000000  ........
    0x000001A93529B918  0000000000000000  ........
    0x000001A93529B920  0000000000000000  ........
    0x000001A93529B928  0000000000000000  ........
    0x000001A93529B930  0000000000000000  ........
    0x000001A93529B938  0000000000000000  ........
    0x000001A93529B940  0000000000000000  ........
    0x000001A93529B948  0000000000000000  ........
    0x000001A93529B950  0000000000000000  ........
