770,20171223-22:19:58:502,HiH_HiHealthDataInsertStore,30002312,"saveRealTimeHealthDatasStat() size = 1,totalTime = 48",E51,"saveRealTimeHealthDatasStat() size = ,totalTime = "
787,20171223-22:19:58:516,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",E64,"startSync hiSyncOption = HiSyncOption{syncAction=, syncMethod=, syncScope=, syncDataType=, syncModel=, pushAction=},app =  who = "
788,20171223-22:19:58:517,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,E36,needAutoSync autoSyncSwitch is open
789,20171223-22:19:58:517,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
790,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",E25,"initDataPrivacy the dataPrivacy switch is open, start push health data!"
791,20171223-22:19:58:518,HiH_,30002312,initDataPrivacy the dataPrivacy is true,E24,initDataPrivacy the dataPrivacy is true
792,20171223-22:19:58:518,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",E28,"initUserPrivacy the userPrivacy switch is open, start push user data!"
793,20171223-22:19:58:518,HiH_,30002312,initUserPrivacy the userPrivacy is true,E27,initUserPrivacy the userPrivacy is true
794,20171223-22:19:58:518,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,E23,ifCanSync not! no cloud version
795,20171223-22:19:58:518,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,E54,sendSyncFailedBroadcast
796,20171223-22:19:58:519,Step_StandReportReceiver,30002312,REPORT : 7163 5114 153431 240,E47,REPORT :    
797,20171223-22:19:58:863,Step_LSC,30002312,onStandStepChanged 3737,E42,onStandStepChanged 
798,20171223-22:19:58:872,Step_LSC,30002312,onExtend:1514038799000 2 0 4,E39,onExtend:   
799,20171223-22:19:59:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7163##548935##8661##16256##27442827,E22,getTodayTotalDetailSteps = ##########
800,20171223-22:19:59:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484,E58,setTodayTotalDetailSteps=
801,20171223-22:19:59:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130159,E4,calculateCaloriesWithCache totalCalories=
802,20171223-22:19:59:178,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
803,20171223-22:19:59:182,Step_StandReportReceiver,30002312,REPORT : 7165 5115 153474 240,E47,REPORT :    
804,20171223-22:19:59:365,Step_LSC,30002312,onStandStepChanged 3739,E42,onStandStepChanged 
805,20171223-22:19:59:373,Step_LSC,30002312,onExtend:1514038800000 2 0 4,E39,onExtend:   
806,20171223-22:19:59:667,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7165##548940##8661##16256##27443484,E22,getTodayTotalDetailSteps = ##########
807,20171223-22:19:59:667,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7167##548945##8661##16256##27443986,E58,setTodayTotalDetailSteps=
808,20171223-22:19:59:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130201,E4,calculateCaloriesWithCache totalCalories=
809,20171223-22:19:59:681,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
810,20171223-22:19:59:682,Step_StandReportReceiver,30002312,REPORT : 7167 5117 153517 240,E47,REPORT :    
811,20171223-22:19:59:862,Step_LSC,30002312,onStandStepChanged 3742,E42,onStandStepChanged 
812,20171223-22:19:59:871,Step_LSC,30002312,onExtend:1514038800000 3 0 4,E39,onExtend:   
813,20171223-22:20:0:130,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK
814,20171223-22:20:0:165,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7167##548945##8661##16256##27443986,E22,getTodayTotalDetailSteps = ##########
815,20171223-22:20:0:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484,E58,setTodayTotalDetailSteps=
816,20171223-22:20:0:174,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130266,E4,calculateCaloriesWithCache totalCalories=
817,20171223-22:20:0:177,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
818,20171223-22:20:0:179,Step_StandReportReceiver,30002312,REPORT : 7170 5119 153581 240,E47,REPORT :    
819,20171223-22:20:0:363,Step_LSC,30002312,onStandStepChanged 3745,E42,onStandStepChanged 
820,20171223-22:20:0:374,Step_LSC,30002312,onExtend:1514038801000 3 0 4,E39,onExtend:   
821,20171223-22:20:0:666,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7170##548996##8661##16256##27444484,E22,getTodayTotalDetailSteps = ##########
822,20171223-22:20:0:666,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7173##549047##8661##16256##27444985,E58,setTodayTotalDetailSteps=
823,20171223-22:20:0:679,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130330,E4,calculateCaloriesWithCache totalCalories=
824,20171223-22:20:0:688,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
825,20171223-22:20:0:693,Step_StandReportReceiver,30002312,REPORT : 7173 5121 153645 240,E47,REPORT :    
826,20171223-22:20:0:863,Step_LSC,30002312,onStandStepChanged 3746,E42,onStandStepChanged 
827,20171223-22:20:0:872,Step_LSC,30002312,onExtend:1514038801000 1 0 4,E39,onExtend:   
828,20171223-22:20:1:166,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7173##549047##8661##16256##27444985,E22,getTodayTotalDetailSteps = ##########
829,20171223-22:20:1:166,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485,E58,setTodayTotalDetailSteps=
830,20171223-22:20:1:181,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130351,E4,calculateCaloriesWithCache totalCalories=
831,20171223-22:20:1:186,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
832,20171223-22:20:1:186,Step_StandReportReceiver,30002312,REPORT : 7174 5122 153667 240,E47,REPORT :    
833,20171223-22:20:1:363,Step_LSC,30002312,onStandStepChanged 3748,E42,onStandStepChanged 
834,20171223-22:20:1:378,Step_LSC,30002312,onExtend:1514038802000 2 0 4,E39,onExtend:   
835,20171223-22:20:1:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7174##549098##8661##16256##27445485,E22,getTodayTotalDetailSteps = ##########
836,20171223-22:20:1:665,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7176##549149##8661##16256##27445983,E58,setTodayTotalDetailSteps=
837,20171223-22:20:1:679,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130394,E4,calculateCaloriesWithCache totalCalories=
838,20171223-22:20:1:687,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
839,20171223-22:20:1:692,Step_StandReportReceiver,30002312,REPORT : 7176 5123 153709 240,E47,REPORT :    
840,20171223-22:20:1:863,Step_LSC,30002312,onStandStepChanged 3751,E42,onStandStepChanged 
841,20171223-22:20:1:873,Step_LSC,30002312,onExtend:1514038802000 3 0 4,E39,onExtend:   
842,20171223-22:20:2:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7176##549149##8661##16256##27445983,E22,getTodayTotalDetailSteps = ##########
843,20171223-22:20:2:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7179##549200##8661##16256##27446483,E58,setTodayTotalDetailSteps=
844,20171223-22:20:2:174,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130458,E4,calculateCaloriesWithCache totalCalories=
845,20171223-22:20:2:178,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=
846,20171223-22:20:2:179,Step_StandReportReceiver,30002312,REPORT : 7179 5125 153774 240,E47,REPORT :    
