 datid                    | oid                      |           |          | 
 datname                  | name                     |           |          | 
 numbackends              | integer                  |           |          | 
 xact_commit              | bigint                   |           |          | 
 xact_rollback            | bigint                   |           |          | 
 blks_read                | bigint                   |           |          | 
 blks_hit                 | bigint                   |           |          | 
 tup_returned             | bigint                   |           |          | 
 tup_fetched              | bigint                   |           |          | 
 tup_inserted             | bigint                   |           |          | 
 tup_updated              | bigint                   |           |          | 
 tup_deleted              | bigint                   |           |          | 
 conflicts                | bigint                   |           |          | 
 temp_files               | bigint                   |           |          | 
 temp_bytes               | bigint                   |           |          | 
 deadlocks                | bigint                   |           |          | 
 checksum_failures        | bigint                   |           |          | 
 checksum_last_failure    | timestamp with time zone |           |          | 
 blk_read_time            | double precision         |           |          | 
 blk_write_time           | double precision         |           |          | 
 session_time             | double precision         |           |          | 
 active_time              | double precision         |           |          | 
 idle_in_transaction_time | double precision         |           |          | 
 sessions                 | bigint                   |           |          | 
 sessions_abandoned       | bigint                   |           |          | 
 sessions_fatal           | bigint                   |           |          | 
 sessions_killed          | bigint                   |           |          | 
 stats_reset              | timestamp with time zone |           |          | 
```
pg_prepared_statements 增加硬解析、软解析次数统计  
- 场景: DBA效能  
- 价值: 掌握SQL的软解、硬解次数, 分析SQL解析层消耗和优化方法  
- DEMO:
```
postgres=# \d pg_prepared_statements
                  View "pg_catalog.pg_prepared_statements"
     Column      |           Type           | Collation | Nullable | Default 
-----------------+--------------------------+-----------+----------+---------
 name            | text                     |           |          | 
 statement       | text                     |           |          | 
 prepare_time    | timestamp with time zone |           |          | 
 parameter_types | regtype[]                |           |          | 
 from_sql        | boolean                  |           |          | 
 generic_plans   | bigint                   |           |          | 
 custom_plans    | bigint                   |           |          | 
```
支持查看当前会话和其他会话的内存上下文, 诊断内存消耗问题  
- 场景: DBA效能  
- 价值: 了解会话的内存使用情况, 分析内存问题  
- DEMO:
```
postgres=# select * from pg_backend_memory_contexts;
           name           |                   ident                   |       parent       | level | total_bytes | total_nblocks | free_bytes | free_chunks | used_bytes 
 index info               | pg_ts_parser_prsname_index                | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_ts_config_cfgname_index                | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_ts_parser_oid_index                    | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_publication_rel_prrelid_prpubid_index  | CacheMemoryContext |     2 |        2048 |             2 |        656 |           2 |       1392
 index info               | pg_operator_oid_index                     | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_namespace_nspname_index                | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_ts_template_oid_index                  | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_amop_opr_fam_index                     | CacheMemoryContext |     2 |        3072 |             2 |        840 |           2 |       2232
 index info               | pg_default_acl_role_nsp_obj_index         | CacheMemoryContext |     2 |        3072 |             2 |       1128 |           1 |       1944
 index info               | pg_collation_name_enc_nsp_index           | CacheMemoryContext |     2 |        3072 |             2 |        840 |           2 |       2232
 index info               | pg_publication_rel_oid_index              | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_range_rngtypid_index                   | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_ts_dict_dictname_index                 | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_type_typname_nsp_index                 | CacheMemoryContext |     2 |        2048 |             2 |        448 |           1 |       1600
 index info               | pg_opfamily_oid_index                     | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_statistic_ext_oid_index                | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_statistic_ext_data_stxoid_index        | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_class_oid_index                        | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_proc_proname_args_nsp_index            | CacheMemoryContext |     2 |        3072 |             2 |       1000 |           2 |       2072
 index info               | pg_partitioned_table_partrelid_index      | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_range_rngmultitypid_index              | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_transform_type_lang_index              | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_attribute_relid_attnum_index           | CacheMemoryContext |     2 |        2048 |             2 |        448 |           1 |       1600
 index info               | pg_proc_oid_index                         | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_language_oid_index                     | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_namespace_oid_index                    | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_amproc_fam_proc_index                  | CacheMemoryContext |     2 |        3072 |             2 |        696 |           1 |       2376
 index info               | pg_foreign_server_name_index              | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_attribute_relid_attnam_index           | CacheMemoryContext |     2 |        2048 |             2 |        608 |           1 |       1440
 index info               | pg_conversion_oid_index                   | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_user_mapping_user_server_index         | CacheMemoryContext |     2 |        2048 |             2 |        656 |           2 |       1392
 index info               | pg_subscription_rel_srrelid_srsubid_index | CacheMemoryContext |     2 |        2048 |             2 |        656 |           2 |       1392
 index info               | pg_sequence_seqrelid_index                | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_conversion_name_nsp_index              | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_authid_oid_index                       | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_auth_members_member_role_index         | CacheMemoryContext |     2 |        2048 |             2 |        656 |           2 |       1392
 index info               | pg_subscription_oid_index                 | CacheMemoryContext |     2 |        1024 |             1 |          0 |           0 |       1024
 index info               | pg_tablespace_oid_index                   | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_shseclabel_object_index                | CacheMemoryContext |     2 |        3072 |             2 |       1160 |           2 |       1912
 index info               | pg_replication_origin_roname_index        | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_database_datname_index                 | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_subscription_subname_index             | CacheMemoryContext |     2 |        2048 |             2 |        688 |           2 |       1360
 index info               | pg_replication_origin_roiident_index      | CacheMemoryContext |     2 |        2048 |             2 |        952 |           2 |       1096
 index info               | pg_auth_members_role_member_index         | CacheMemoryContext |     2 |        2048 |             2 |        656 |           2 |       1392
 index info               | pg_database_oid_index                     | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 index info               | pg_authid_rolname_index                   | CacheMemoryContext |     2 |        2048 |             2 |        824 |           0 |       1224
 WAL record construction  |                                           | TopMemoryContext   |     1 |       49768 |             2 |       6360 |           0 |      43408
 PrivateRefCount          |                                           | TopMemoryContext   |     1 |        8192 |             1 |       2616 |           0 |       5576
 MdSmgr                   |                                           | TopMemoryContext   |     1 |        8192 |             1 |       7256 |           0 |        936
 LOCALLOCK hash           |                                           | TopMemoryContext   |     1 |       16384 |             2 |       4592 |           2 |      11792
 Timezones                |                                           | TopMemoryContext   |     1 |      104120 |             2 |       2616 |           0 |     101504
 ErrorContext             |                                           | TopMemoryContext   |     1 |        8192 |             1 |       7928 |           5 |        264
(116 rows)
```
```
postgres=# select pid,query from pg_stat_activity ;
  pid  |                   query                   
-------+-------------------------------------------
 49554 | 
 49556 | 
 79203 | select pid,query from pg_stat_activity ;
 78507 | select *, first_value(x) over W from tbl +
       | ;
 49552 | 
 49551 | 
 49553 | 
(7 rows)
postgres=# select pg_log_backend_memory_contexts(49554);
 pg_log_backend_memory_contexts 
--------------------------------
 t
(1 row)
less postgresql-2021-05-22_000000.csv
....
554,,60a71979.c192,21,,2021-05-21 10:22:49 CST,1/782,0,LOG,00000,"level: 2; hba parser context: 17408 total in 5 blocks; 8120 free (6 chunks); 9288 used",,,,,,,,,"","autovacuum launcher",,0
2021-05-22 09:51:03.097 CST,,,49554,,60a71979.c192,22,,2021-05-21 10:22:49 CST,1/782,0,LOG,00000,"level: 1; ErrorContext: 8192 total in 1 blocks; 7928 free (5 chunks); 264 used",,,,,,,,,"","autovacuum launcher",,0
```
4、新增 GUC 参数:   
增加 log_recovery_conflict_waits GUC参数, 支持 standby query&startup process conflict 恢复冲突超时(deadlock_timeout) 日志打印  
- 场景: DBA效能  
- 价值: 掌握只读standby库的查询和WAL恢复进程的冲突等待时间.  
- DEMO:
```
postgres=# select * from pg_settings where name='log_recovery_conflict_waits';
-[ RECORD 1 ]---+--------------------------------------
